ID,Fecha,Provincia,Cantón,Cobertura,Tipo de Protesta,Sub Tipo de Protesta,Actor,Tipo de Actor,Sub Tipo de Actor,Demanda,Tipo de Demanda,Sub Tipo de Demanda,Entidad,Tipo de Entidad,Resolución,Alianza,Clase,Represión,Resumen,Noticias
97,2015-02-16,Limón,Talamanca,Regional,Reunión con autoridades,,"UNTRABASI  y Ana Gabriel Zuñiga, viceministra de la Presidencia",Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector privado,Solucionar la huelga en BANDECO.,Intervención de gobierno,,MTSS,Ministerios,No registrada/no existente,No registrada/no existente,Particular,No registrado o no existente,"Continúa la huelga en las fincas bananeras 1, 2 y 3, ubicadas en Limón, propiedad de BANDECO, subsidiaria de la transnacional Del Monte. El conflicto mantiene enfrentados a dos bandos de trabajadores y trabajadoras. Mientras uno de los bandos, conformados por miembros del SITEPP, declararon un movimiento de protesta desde enero, ante la no re-contratación de un grupo de trabajadores y trabajadoras luego de finalizada la relación laboral de acuerdo con los términos de la convención colectiva de trabajo; el otro, integrado por miembros de la UNTRABASI, reclama el regreso a las labores en la finca. Asimismo, el conflicto ha enfrentado a las dos organizaciones sindicales por la legal y legítima representación de las y los trabajadores ante la empresa. Durante el fin de semana, Ana Gabriel Zuñiga, viceministra de la Presidencia, sostiene tres reuniones. Primero, dos con cada uno de los bandos por separado y una tercera con los sindicatos y con la empresa. En ninguna de estas se encuentra una solución para el conflicto. ",La Extra: BANDECO CUMPLE UN MES DE HUELGA SIN DAR BRAZO A TORCER (2015-02-16)
98,2015-02-16,Limón,Talamanca,Regional,Reunión con autoridades,,"SITEPP, UNTRABASI, BANDECO  y Ana Gabriel Zuñiga, viceministra de la Presidencia",Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector privado,Solucionar la huelga en BANDECO.,Intervención de gobierno,,MTSS,Ministerios,No registrada/no existente,No registrada/no existente,Particular,No registrado o no existente,"Continúa la huelga en las fincas bananeras 1, 2 y 3, ubicadas en Limón, propiedad de BANDECO, subsidiaria de la transnacional Del Monte. El conflicto mantiene enfrentados a dos bandos de trabajadores y trabajadoras. Mientras uno de los bandos, conformados por miembros del SITEPP, declararon un movimiento de protesta desde enero, ante la no re-contratación de un grupo de trabajadores y trabajadoras luego de finalizada la relación laboral de acuerdo con los términos de la convención colectiva de trabajo; el otro, integrado por miembros de la UNTRABASI, reclama el regreso a las labores en la finca. Asimismo, el conflicto ha enfrentado a las dos organizaciones sindicales por la legal y legítima representación de las y los trabajadores ante la empresa. Durante el fin de semana, Ana Gabriel Zuñiga, viceministra de la Presidencia, sostiene tres reuniones. Primero, dos con cada uno de los bandos por separado y una tercera con los sindicatos y con la empresa. En ninguna de estas se encuentra una solución para el conflicto. ",La Extra: BANDECO CUMPLE UN MES DE HUELGA SIN DAR BRAZO A TORCER (2015-02-16)
134,2015-01-31,Limón,Talamanca,Regional,Reunión con autoridades,,Trabajadoras y Trabajadores de BANDECO,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector privado,Negociar una convención colectiva.,Defensa del trabajo y las condiciones laborales,Defensa de las convenciones colectivas,MTSS,Ministerios,Acuerdo de negociar,No registrada/no existente,Particular,No registrado o no existente,"En el marco de la huelga sostenida desde el 16 de enero por trabajadores bananeros de Finca 1, 2 y 3 de BANDECO en Sixaola, Limón, se da una reunión entre el MTSS, la empresa y representantes del SITEPP y UNTRABASI . De acuerdo con Luis Solano del SITEPP: “estuvimos reunidos con el viceministro de Trabajo y lo que se acordó es que cada sindicato presentaría a primera hora toda la lista de afiliados para definir cuál es el mayoritario para negociar la convención colectiva”. Por su parte, Eugenio Solano, director de Asuntos Laborales del MTSS, indica que “estamos en una empresa donde existen dos sindicatos que son antagonistas, entonces una de las problemáticas grandes radica en la posibilidad de verificar quien ostenta la legitimación o el carácter más significativo de estos dos sindicatos”.

",CR Hoy: EN TRABAJO SE ESPERA RESOLVER PULSO ENTRE BANANERA Y TRABAJADORES ESTA MISMA SEMANA (2015-02-02)
135,2015-02-03,Limón,Talamanca,Local,Bloqueo,,Trabajadores y Trabajadoras de BANDECO,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector privado,Negociar convención colectiva.,Defensa del trabajo y las condiciones laborales,Defensa de las convenciones colectivas,MTSS,Ministerios,No registrada/no existente,No registrada/no existente,Particular,Presencia de fuerza policial,"En el marco de la huelga sostenida desde el 16 de enero por trabajadores bananeros de Finca 1, 2 y 3 de BANDECO en Sixaola, Limón, un grupo de trabajadores bloquea la vía en Daytonia de Sixaola. De acuerdo con Luis Solano, presidente del SITEPP, esta manifestación es manejada por la empresa “ (...) dicen que hay un grupillo manifestándose que fue impulsado por la misma empresa, con la amenaza de que si no iban a manifestarse iban a ser despedidos”. Por su parte, Rafael Araya, jefe regional de la Fuerza Pública, señala que “en la ruta 36, aproximadamente a unos 10 kilómetros de la frontera con Sixaola, ellos venían caminando de manera pacífica y hace unos minutos bloquearon la calle (…) son unos trabajadores de bananera”.


 

",CR Hoy: GRUPO DE TRABAJADORES DE BANANERA CIERRA EL PASO ENTRE LIMÓN Y SIXAOLA (2015-02-03)
145,2015-02-26,Limón,Talamanca,Regional,Declaración pública,Pronunciamiento,Comité Cívico de Sixaola,Grupos y/u organizaciones de vecinos y vecinas,,Solucionar la huelga en BANDECO.,Intervención de gobierno,,"Administración Solís Rivera, BANDECO, SITEPP y UNTRABASI",Gobierno en general,No registrada/no existente,No registrada/no existente,Particular,No registrado o no existente,"El Comité Cívico de Sixaola hace un llamado público para que se solucione la huelga en las fincas bananeras 1, 2 y 3. Dicho comité solicita que el gobierno, la empresa y los sindicatos alcancen un acuerdo para finalizar con el movimiento que, según ellos, solo causa problemas a las comunidades cercanas.",La Extra: VECINOS HARTOS DE BLOQUEOS PIDEN FIN DE HUELGA (2015-02-27)
169,2015-02-12,Limón,Talamanca,Regional,Bloqueo,,UNTRABASI  ,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector privado,Solucionar la huelga en BANDECO y ser el sindicato representativo para la negociación de una convención colectiva,Defensa del trabajo y las condiciones laborales,,BANDECO,Ministerios,No registrada/no existente,No registrada/no existente,Particular,Presencia de fuerza policial,"Cerca de 200 trabajadores bananeros afiliados a UNTRABASI bloquean la ruta 36, que conecta Limón con Sixaola, asimismo queman un vehículo  como medida de presión para que los trabajadores afiliados del SITEPP desalojen las instalaciones de la planta de BANDECO. Esta situación se da en el marco de que ambas organizaciones no logran un acuerdo para definir cual será la representativa para negociar una nueva convención colectiva con la empresa bananera.


",La Extra: TRABAJADORES REALIZAN BLOQUEOS Y QUEMAS DE VEHICULOS EN SIXAOLA (2015-02-12)
170,2015-02-12,Limón,Talamanca,Regional,Toma de propiedad,,SITEPP,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector privado,Solucionar la huelga en BANDECO.,Intervención de gobierno,,MTSS y BANDECO,Ministerios,No registrada/no existente,No registrada/no existente,Particular,Presencia de fuerza policial,"Cerca de 200 trabajadores bananeros afiliados a UNTRABASI bloquean la ruta 36, que conecta Limón con Sixaola, asimismo queman un vehículo  como medida de presión para que los trabajadores afiliados del SITEPP desalojen las instalaciones de la planta de BANDECO. Esta situación se da bajo la mediación del  MTSS y de la DH, donde se hizo un levantamiento de las listas de la afiliación de ambos sindicatos para que el que tuviera mayoría sería el responsable de negociar con la empresa. El conteo se atraso por  una serie de inconsistencias entre las planillas de la empresa y los trabajadores reportados a la CCSS, no obstante se determinó que UNTRABASI cuenta con 330 afiliados y SITEPP con 296. Por su parte, el SITEPP desconoce este conteo, pues señala que la información ha sido manipulada por la empresa y UNTRABASI, por lo que elevan el caso a juicio y sostienen la toma de la planta de BANDECO. Sobre la quema del vehículo, Aquiles Rivera, dirigente del SITEPP señala que “los esquiroles que contrató la empresa quemaron nuestro vehículo. Querían matar a nuestro compañero pero él pudo salir del vehículo y se salvó. El colmo, la policía no intervino, están protegiendo a la empresa y a los “rompehuelgas” que contrató la empresa (...) hay varios heridos”.


","La Extra: TRABAJADORES REALIZAN BLOQUEOS Y QUEMAS DE VEHICULOS EN SIXAOLA (2015-02-12), La Extra: QUEMAN VEHÍCULO DE SINDICATO EN HUELGA (2015-02-13)"
171,2015-02-12,Limón,Talamanca,Regional,Actos sobre la propiedad,,UNTRABASI  ,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector privado,Solucionar la huelga en BANDECO.,Intervención de gobierno,,MTSS y BANDECO,Ministerios,No registrada/no existente,No registrada/no existente,Particular,Presencia de fuerza policial,"Cerca de 200 trabajadores bananeros miembros del UNTRABASI bloquean la ruta 36, que conecta Limón con Sixaola, asimismo queman un vehículo como medida de presión para que los trabajadores afiliados del SITEPP desalojen las instalaciones de la planta de BANDECO. Esta situación se da en el marco de que ambas organizaciones no logran un acuerdo para definir cual será la representativa para negociar una nueva convención colectiva con la empresa bananera.


",La Extra: TRABAJADORES REALIZAN BLOQUEOS Y QUEMAS DE VEHICULOS EN SIXAOLA (2015-02-12)
192,2015-03-20,,,Nacional,Denuncia ante entidades nacionales y/o entidades internacionales,,CEDARENA,Grupos y/u organizaciones de ambientalistas,,Declarar una moratoria de la actividad piñera en el país.,Defensa del ambiente,Lucha contra monocultivos,CIDH,Entidad internacional,Se recibe la petición,No registrada/no existente,Particular,No registrado o no existente,"En la sede de la CIDH en Washington, Estados Unidos, la organización CEDARENA, acompañada de miembros del Frente Nacional de Afectados por la Expansión Piñera y del acueducto rural de Milano, Limón, presentan una denuncia en la que solicitan que se declare una moratoria de la actividad piñera en el país hasta que no se cuente con estudios concluyentes sobre las consecuencias socio-ambientales de esta actividad. La denuncia se enmarca dentro de un proceso de lucha contra este monocultivo, el cual, según los denunciantes, ocasionó la contaminación de las fuentes de agua de varias comunidades de Siquirres en el Caribe costarricense, las cuales deben recibir abastecimiento mediante camiones cisterna, pese a un fallo de la Sala Constitucional emitido en el año 2009 en el que se obligaba a AyA a encontrar una solución definitiva para el problema. Yamileth Astorga, presidenta ejecutiva del AyA, presente en Washington califica como ""injusta"" e ""imprecisa"" la denuncia pues su institución ha mantenido el abastecimiento de agua a las comunidades.",La Nación: ORGANIZACIÓN PIDE ANTE LA CIDH FRENAR CULTIVO DE PIÑA EN COSTA RICA (2015-03-21)
333,2015-05-27,San José,San José,No registrada,Huelga de hambre,,Trabajadores de Del Monte,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector privado,Solucionar el conflicto en las fincas bananeras de Del Monte.,Defensa del trabajo y las condiciones laborales,Mantenimiento del empleo y lucha contra los despidos,MTSS,Ministerios,No registrada/no existente,No registrada/no existente,Particular,No registrado o no existente,"Un grupo de trabajadores bananeros de la empresa transnacional Del Monte inicia una huelga de hambre como parte de las medidas de protesta que mantienen desde finales de 2014 contra la violación de sus derechos laborales y libertades sindicales. Desde el mes de diciembre, un grupo de trabajadores, en su mayoría indígenas de la etnia ngöbe, se declararon en huelga ante la ola de despidos suscitada en las fincas de Del Monte en Sixaola, lo cual incluyó la instalación de un sindicato pro-empresa y el desconocimiento de la representación sindical legítima en el SITEPP. Pese a mantenerse en huelga desde entonces, este grupo no ha conseguido el reconocimiento por parte de las autoridades. La huelga de hambre es desarrollada por un grupo que se mantiene en las instalaciones del MTSS en San José. Cerca de las 8 p.m., según reportes, hacen entrega de un pliego de peticiones.","CR Hoy: BANANEROS MANTIENEN HUELGA DE HAMBRE EN EL MINISTERIO DE TRABAJO (2015-05-27), CR Hoy: BANANEROS HACEN SEIS NUEVAS PETICIONES AL MINISTERIO DE TRABAJO (2015-05-28), La Extra: BANANEROS INDÍGENAS TOMAN MINISTERIO DE TRABAJO (2015-05-28)"
449,2015-06-12,Limón,Limón,Local,Denuncia ante entidades nacionales y/o entidades internacionales,,Pescadores del río Vizcaya en Limón,Grupos y/u organizaciones de pescadores y pescadoras,,Denunciar la matanza de peces en el río Vizcaya,Defensa del ambiente,Lucha contra la contaminación ambiental,MINAE,Ministerios,No registrada/no existente,No registrada/no existente,Particular,No registrado o no existente,"Pescadores del río Vizcaya en Limón denuncian la muerte masiva de peces. Las y los vecinos de la zona vinculan este hecho con el envenenamiento de algún producto químico, que se presume podría provenir de las plantaciones bananeras cercanas. Según relata un vecino a Diario Extra, “esta mañana (jueves) había unas personas en una lancha recogiendo todos los peces muertos en el río para no dejar evidencia de la contaminación”.

",La Extra: DENUNCIAN MORTANDAD DE PECES (2015-06-12)
461,2015-07-02,San José,San José,No registrada,Reunión con autoridades,,Representantes de empresas y cooperativas productoras de palma aceite,Grupos y/u organizaciones de empresarios y empresarias,Del sector agrícola o agroindustrial,Denunciar problemática por enfermedad en las plantaciones de palma  y  la disminución de los precios de compra del fruto de la palma ,Defensa de la producción agropecuaria,Apoyo estatal a la producción,Asamblea Lesgislativa,Poder Legislativo,Se recibe la petición,No registrada/no existente,,No registrado o no existente,"Representantes de diferentes empresas y cooperativas productoras de palma aceitera de la zona sur del país, se  reúnen con varios diputados y diputadas para denunciar la problemática que están viviendo por una enfermedad en las plantaciones de palma, llamada “Complejo Flecha Seca"" y por la disminución de los precios de compra del fruto de la palma. Asimismo, indican que varios productores están perdiendo sus propiedades por lo que solicitan la readecuación de las deudas, así como  ayuda y financiamiento para enfrentar la enfermedad de las plantaciones. Por su parte, el diputado liberacionista Olivier Jiménez indIca que apoyan las demandas de este sector y que urge la creación de un “fondo palmero” para enfrentar este tipo de situaciones.
",CR Hoy: PALMEROS PIDEN AYUDA A LOS DIPUTADOS (2015-07-02)
499,2015-07-27,,,No registrada,Declaración pública,Pronunciamiento,LAICA,Grupos y/u organizaciones de empresarios y empresarias,Del sector agrícola o agroindustrial,Contra la competencia desleal.,Intervención de gobierno,,MEIC,Ministerios,No registrada/no existente,No registrada/no existente,,No registrado o no existente,"Mediante un comunicado de prensa, LAICA, instancia que agrupa a los grandes productores de caña de azúcar, denuncia competencia desleal, en la forma de dumping, por parte de una empresa que importa azúcar desde Brasil y la vende en el mercado nacional por debajo del precio registrado en su mercado de origen. Ante esto, LAICA demanda que el MEIC imponga medidas que nivelen las condiciones de venta en el país. La importadora es La Maquila Lama que, por su parte, denuncia que el azúcar se maneja bajo la modalidad de monopolio y su intención es la de beneficiar el consumidor introduciendo un producto más barato. ",CR Hoy: SECTOR CAÑERO AZUCARERO NACIONAL ADVIERTE SOBRE COMERCIO DESLEAL QUE AMENAZA PRODUCCIÓN NACIONAL (2015-07-27)
624,2015-09-25,,,No registrada,Declaración pública,Denuncia,UNT,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector privado,Detener los despidos y respetar el derecho de sindicalización.,Defensa del trabajo y las condiciones laborales,Creación de fuentes de empleo y lucha contra el desempleo,MTSS y Agromonte,Ministerios,No registrada/no existente,No registrada/no existente,Particular,No registrado o no existente,"Mediante una declaración pública, la UNT denuncia el despido de unos 70 trabajadores y trabajadoras de la piñera Agromonte. De acuerdo con el sindicato, la empresa ha justificado los despidos como parte de un plan para reducir costos de producción, pues las y los despedidos se encargaban de las labores de deshija, las cuales, según Agromonte, representan un alto costo debido a que se paga ¢4.70 por hijo. De la misma manera, denuncia que la empresa habría subcontratado estas labores con un contratista por ¢2.80 el hijo, lo cual hace imposible que un trabajador reciba el salario mínimo de ley. Asimismo, la UNT señala que la mayoría de las y los despedidos pertenecen a la seccional sindical por lo que califican el acto como persecución sindical en un intento de debilitar la fuerza de la organización en la empresa, sobre todo tras la última huelga de hace unos meses. Ante esta situación, el sindicato demanda la intervención del MTSS y anuncia que recurrirá a la Unión Europea y a otras instancias para denunciar las acciones de Agromonte.","CR Hoy: PIÑERA DESPIDE A MÁS DE 70 TRABAJADORES (2015-09-25), La Extra: PIÑERA DESPIDE 70 EMPLEADOS (2015-09-26)"
910,2016-03-14,Alajuela,Los Chiles,Local,Bloqueo,,Trabajadores y Trabajadoras de Exportaciones Norteñas,Grupos y/u organizaciones de trabajadores y trabajadoras,Del sector privado,Cancelar salarios adeudados.,Defensa del trabajo y las condiciones laborales,Pago de salarios,Exportaciones Norteñas,Empresas privadas,Arreglo inmediato,No registrada/no existente,Particular,Presencia de fuerza policial,"En horas de la madrugada, un grupo de trabajadoras y trabajadores de la piñera Exportaciones Norteñas S.A, ubicada en Santa Fe de Los Chiles, en la zona norte, se declara en huelga. El grupo demanda el pago completo de sus salarios, pues en el último giro no se les canceló la totalidad de la remuneración. El mismo día, las y los trabajadores se presentan ante los portones de acceso a los terrenos de la piñera donde intentan bloquear la entrada de los camiones de la empresa. Mientras lo hacen, un oficial de seguridad privada disparó cerca de las piernas de estos. El mismo oficial, según denuncian, les indicó que tenía órdenes de disparar si la protesta continuaba. Pese a la presencia de la Fuerza Pública, el guarda privado no resulta detenido. En horas de la mañana, el grupo de trabajadoras y trabajadores recibe el pago completo y reanuda labores en la finca.","CR Hoy: TRABAJADORES DENUNCIAN QUE RECIBIERON DISPAROS DURANTE HUELGA (2016-03-16), La Extra: SEGURIDAD PRIVADA DISPARA CONTRA PIÑEROS EN HUELGA (2016-03-15)"
